optimizer,family,alpha_group,alpha_other,n,mean_bpb,mean_gain_vs_raw,gain_ci95_half,positive_seed_count,min_gain,max_gain
pure_adamw,scalar_grid,0.4,0.4,5,1.1450507115838238,0.0009005859458496079,0.00013044415626748288,5,0.0007714572498294103,0.001059822437738056
pure_adamw,scalar_grid,0.45,0.45,5,1.1450199608330884,0.0009313366965849834,0.00014880893462475246,5,0.0007859597684831687,0.0011076321635961062
pure_adamw,scalar_grid,0.5,0.5,5,1.145006111188458,0.0009451863412151873,0.00016289642442783264,5,0.0007836120590820617,0.0011285070488584736
pure_adamw,scalar_grid,0.55,0.55,5,1.1450107182460354,0.0009405792836380211,0.00017741173718498752,5,0.0007660977476675601,0.0011465677880999614
pure_adamw,scalar_grid,0.6,0.6,5,1.1450490851200228,0.0009022124096503603,0.0001904251295048735,5,0.0007105576384829337,0.0011172109567176847
pure_adamw,scalar_grid,0.65,0.65,5,1.145091966700005,0.0008593308296682256,0.00021077517069288925,5,0.0006478332888466554,0.001099921920399094
pure_adamw,scalar_grid,0.7,0.7,5,1.1451617692122196,0.000789528317453847,0.00022118806175488935,5,0.0005740718292035485,0.0010387814764221126
pure_adamw,scalar_grid,0.75,0.75,5,1.145242784830431,0.0007085126992423252,0.00022962426785812915,5,0.0004903096578308119,0.0009787372712666276
pure_adamw,scalar_grid,0.8,0.8,5,1.1453466858964994,0.000604611633173846,0.00025542243261151193,5,0.0003506972862126201,0.0008974630228535396
pure_adamw,scalar_grid,0.85,0.85,5,1.1454705547844255,0.0004807427452476976,0.0002774154471533589,5,0.00021031836381202318,0.0008004720940355536
pure_adamw,scalar_grid,0.9,0.9,5,1.145612342348095,0.0003389551815780489,0.00029066844464956717,5,6.42969651605263e-05,0.0006796227368697227
pure_adamw,scalar_grid,0.95,0.95,5,1.1457640725347311,0.00018722499494208122,0.0003148464311907767,4,-0.00011693864202588777,0.0005526779038023122
pure_adamw,scalar_grid,1.0,1.0,5,1.1459379042446811,1.3393284992124777e-05,0.00032890955712637737,2,-0.00031088100402909546,0.00039291117374196105
