optimizer,floor,eval_kind,alpha_group,alpha_other,n,mean_gain_vs_raw,gain_ci95_half,positive_seed_count
pure_adamw,0.15,scalar_grid_diagnostic,0.8,0.8,5,0.0026730858600158224,0.0003286999080682918,5
pure_adamw,0.15,scalar_grid_diagnostic,0.85,0.85,5,0.002571569146102526,0.0003361199289922809,5
pure_adamw,0.15,scalar_grid_diagnostic,0.9,0.9,5,0.0024469698124338192,0.00034050980176729385,5
pure_adamw,0.15,scalar_grid_diagnostic,0.95,0.95,5,0.002289555492436479,0.0003442384653596697,5
pure_adamw,0.15,scalar_grid_diagnostic,1.0,1.0,5,0.002105468286169021,0.00036102159629260795,5
pure_adamw,0.15,structured_grid_diagnostic,0.0,0.0,5,0.0,0.0,0
pure_adamw,0.15,structured_grid_diagnostic,0.0,0.125,5,0.0003046435822512628,5.478780187227803e-05,5
pure_adamw,0.15,structured_grid_diagnostic,0.0,0.25,5,0.0005326612667400976,7.417867192452373e-05,5
pure_adamw,0.15,structured_grid_diagnostic,0.0,0.375,5,0.0007236928417297062,8.790096015515433e-05,5
pure_adamw,0.15,structured_grid_diagnostic,0.0,0.5,5,0.000845135510531847,0.00010433212269810815,5
pure_adamw,0.15,structured_grid_diagnostic,0.0,0.625,5,0.0009139211003595715,0.00012939186009196268,5
pure_adamw,0.15,structured_grid_diagnostic,0.0,0.75,5,0.0009292349955789536,0.00015515684812232954,5
pure_adamw,0.15,structured_grid_diagnostic,0.0,0.875,5,0.0008854515618305303,0.0001657846025437935,5
pure_adamw,0.15,structured_grid_diagnostic,0.0,1.0,5,0.0007944718118793493,0.0001840659578726975,5
pure_adamw,0.15,structured_grid_diagnostic,0.125,0.0,5,0.0006612684895826781,4.685340427337346e-05,5
pure_adamw,0.15,structured_grid_diagnostic,0.125,0.125,5,0.0009553580511480142,8.655298205088188e-05,5
pure_adamw,0.15,structured_grid_diagnostic,0.125,0.25,5,0.0011729966178552153,0.00010959240775675145,5
pure_adamw,0.15,structured_grid_diagnostic,0.125,0.375,5,0.001339347724137152,0.00012215443003246677,5
pure_adamw,0.15,structured_grid_diagnostic,0.125,0.5,5,0.001458340296474292,0.00014448056341906084,5
pure_adamw,0.15,structured_grid_diagnostic,0.125,0.625,5,0.001509362507678791,0.00016301254466848594,5
pure_adamw,0.15,structured_grid_diagnostic,0.125,0.75,5,0.001510471675696623,0.00017910231217406556,5
pure_adamw,0.15,structured_grid_diagnostic,0.125,0.875,5,0.0014496734296909786,0.00020414533203749416,5
pure_adamw,0.15,structured_grid_diagnostic,0.125,1.0,5,0.0013365090434157788,0.00021118099873937817,5
pure_adamw,0.15,structured_grid_diagnostic,0.25,0.0,5,0.001220595726585527,0.00010506665101110512,5
pure_adamw,0.15,structured_grid_diagnostic,0.25,0.125,5,0.001496040181318481,0.00013868341463154995,5
pure_adamw,0.15,structured_grid_diagnostic,0.25,0.25,5,0.0016986182146886187,0.0001484793284148947,5
pure_adamw,0.15,structured_grid_diagnostic,0.25,0.375,5,0.0018528432973558217,0.0001629978091634498,5
pure_adamw,0.15,structured_grid_diagnostic,0.25,0.5,5,0.0019498824310471452,0.00018751723847641375,5
pure_adamw,0.15,structured_grid_diagnostic,0.25,0.625,5,0.0019916078794733226,0.00020717333598975428,5
pure_adamw,0.15,structured_grid_diagnostic,0.25,0.75,5,0.001978107001101259,0.00021011565765446385,5
pure_adamw,0.15,structured_grid_diagnostic,0.25,0.875,5,0.0019076121040302318,0.00022494291315958547,5
pure_adamw,0.15,structured_grid_diagnostic,0.25,1.0,5,0.0017731629730675103,0.00024098415406163828,5
pure_adamw,0.15,structured_grid_diagnostic,0.375,0.0,5,0.0016622279276029771,0.0001387245974668171,5
pure_adamw,0.15,structured_grid_diagnostic,0.375,0.125,5,0.0019217708326233485,0.00016662309600413457,5
pure_adamw,0.15,structured_grid_diagnostic,0.375,0.25,5,0.0021066556477619793,0.00017682618478893054,5
pure_adamw,0.15,structured_grid_diagnostic,0.375,0.375,5,0.0022578487146137417,0.0001942817286760535,5
pure_adamw,0.15,structured_grid_diagnostic,0.375,0.5,5,0.002344154888420924,0.00021696210876752395,5
pure_adamw,0.15,structured_grid_diagnostic,0.375,0.625,5,0.00235984081356313,0.0002294842015955054,5
pure_adamw,0.15,structured_grid_diagnostic,0.375,0.75,5,0.00232464051906347,0.00024062074678214926,5
pure_adamw,0.15,structured_grid_diagnostic,0.375,0.875,5,0.002246771665033576,0.00026321672463995094,5
pure_adamw,0.15,structured_grid_diagnostic,0.375,1.0,5,0.0021036483297878217,0.00027822728161754843,5
pure_adamw,0.15,structured_grid_diagnostic,0.5,0.0,5,0.0019938603800259357,0.00017513045521119934,5
pure_adamw,0.15,structured_grid_diagnostic,0.5,0.125,5,0.0022375155336165076,0.00020423862090668168,5
pure_adamw,0.15,structured_grid_diagnostic,0.5,0.25,5,0.002410158192548506,0.00020999945246846468,5
pure_adamw,0.15,structured_grid_diagnostic,0.5,0.375,5,0.0025389840475861904,0.00022257961673658388,5
pure_adamw,0.15,structured_grid_diagnostic,0.5,0.5,5,0.002608968625899921,0.00024188316097879524,5
pure_adamw,0.15,structured_grid_diagnostic,0.5,0.625,5,0.0026172551001720557,0.0002620331091653941,5
pure_adamw,0.15,structured_grid_diagnostic,0.5,0.75,5,0.002570906865669764,0.00026745779109679487,5
pure_adamw,0.15,structured_grid_diagnostic,0.5,0.875,5,0.0024800050227541614,0.00028297832370335506,5
pure_adamw,0.15,structured_grid_diagnostic,0.5,1.0,5,0.002331624037094482,0.0002924346115594856,5
pure_adamw,0.15,structured_grid_diagnostic,0.625,0.0,5,0.002208320238012007,0.00020395581046787843,5
pure_adamw,0.15,structured_grid_diagnostic,0.625,0.125,5,0.0024370288763197133,0.00024529389022189365,5
pure_adamw,0.15,structured_grid_diagnostic,0.625,0.25,5,0.0025971618278040954,0.00024289469962540712,5
pure_adamw,0.15,structured_grid_diagnostic,0.625,0.375,5,0.0027137256497987484,0.00024745691303073073,5
pure_adamw,0.15,structured_grid_diagnostic,0.625,0.5,5,0.002767073421605426,0.00025446670604557814,5
pure_adamw,0.15,structured_grid_diagnostic,0.625,0.625,5,0.002765686634181019,0.0002846784562061065,5
pure_adamw,0.15,structured_grid_diagnostic,0.625,0.75,5,0.0027137125356270888,0.00028310890011890103,5
pure_adamw,0.15,structured_grid_diagnostic,0.625,0.875,5,0.002593672859053697,0.0003101935958569282,5
pure_adamw,0.15,structured_grid_diagnostic,0.625,1.0,5,0.002427333757810679,0.0003103556543620277,5
pure_adamw,0.15,structured_grid_diagnostic,0.75,0.0,5,0.002307731968126525,0.00023162450679693216,5
pure_adamw,0.15,structured_grid_diagnostic,0.75,0.125,5,0.0025265919912844216,0.000255988787164963,5
pure_adamw,0.15,structured_grid_diagnostic,0.75,0.25,5,0.002681424370303276,0.00026716106801843493,5
pure_adamw,0.15,structured_grid_diagnostic,0.75,0.375,5,0.0027730423934220205,0.000275893837257757,5
pure_adamw,0.15,structured_grid_diagnostic,0.75,0.5,5,0.0028192623352746526,0.00028154172055242356,5
pure_adamw,0.15,structured_grid_diagnostic,0.75,0.625,5,0.002797263893276325,0.0003079166316877487,5
pure_adamw,0.15,structured_grid_diagnostic,0.75,0.75,5,0.0027327081399243893,0.0003095929481246521,5
pure_adamw,0.15,structured_grid_diagnostic,0.75,0.875,5,0.0026087830955285884,0.0003253748654656497,5
pure_adamw,0.15,structured_grid_diagnostic,0.75,1.0,5,0.0024261483512564297,0.00033495252122767334,5
pure_adamw,0.15,structured_grid_diagnostic,0.875,0.0,5,0.0023013120408160504,0.0002560971481959298,5
pure_adamw,0.15,structured_grid_diagnostic,0.875,0.125,5,0.0025035225233099646,0.00027124201222766147,5
pure_adamw,0.15,structured_grid_diagnostic,0.875,0.25,5,0.002645714579809155,0.00027936658450949383,5
pure_adamw,0.15,structured_grid_diagnostic,0.875,0.375,5,0.0027260058117456244,0.0002990352685826207,5
pure_adamw,0.15,structured_grid_diagnostic,0.875,0.5,5,0.0027585675428806857,0.000298468142343702,5
pure_adamw,0.15,structured_grid_diagnostic,0.875,0.625,5,0.0027342931357727807,0.00032199455696111995,5
pure_adamw,0.15,structured_grid_diagnostic,0.875,0.75,5,0.00264846613140719,0.000328550127839622,5
pure_adamw,0.15,structured_grid_diagnostic,0.875,0.875,5,0.002513662208428924,0.00034118979601676356,5
pure_adamw,0.15,structured_grid_diagnostic,0.875,1.0,5,0.002320675874732103,0.0003452267437822948,5
pure_adamw,0.15,structured_grid_diagnostic,1.0,0.0,5,0.002189446626905811,0.0002545888914932181,5
pure_adamw,0.15,structured_grid_diagnostic,1.0,0.125,5,0.002383570106119448,0.0002956458455720423,5
pure_adamw,0.15,structured_grid_diagnostic,1.0,0.25,5,0.0024959633578272022,0.0002901833915971354,5
pure_adamw,0.15,structured_grid_diagnostic,1.0,0.375,5,0.0025760476681810918,0.0003087895508630931,5
pure_adamw,0.15,structured_grid_diagnostic,1.0,0.5,5,0.002591579208010364,0.00032241375320502013,5
pure_adamw,0.15,structured_grid_diagnostic,1.0,0.625,5,0.0025522471184967976,0.00033171105893987495,5
pure_adamw,0.15,structured_grid_diagnostic,1.0,0.75,5,0.0024512074743729072,0.00034452429999380624,5
pure_adamw,0.15,structured_grid_diagnostic,1.0,0.875,5,0.002307904271832184,0.0003552632611163938,5
pure_adamw,0.15,structured_grid_diagnostic,1.0,1.0,5,0.002105468286169021,0.00036102159629260795,5
